transaction_id,customer_id,merchant_id,amount,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description
86.0,1046.0,2028.0,1907.56,0,Discover,City-41,Groceries,37.0,Purchase at Merchant-2028
87.0,1027.0,2036.0,6072.18,1,MasterCard,City-2,Groceries,47.0,Purchase at Merchant-2036
88.0,1086.0,2057.0,4996.38,1,Discover,City-21,Online Shopping,43.0,Purchase at Merchant-2057
89.0,1035.0,2053.0,4356.72,0,MasterCard,City-13,Travel,42.0,Purchase at Merchant-2053
4384.44,1049.9,2050.69,4321.3716,0,Discover,City-43,Online Shopping,37.57,Purchase at Merchant-2033
4384.44,1049.9,2050.69,4321.3716,1,American Express,City-5,Groceries,37.57,Purchase at Merchant-2076
92.0,1083.0,2008.0,6661.23,0,Visa,City-9,Retail,40.0,Purchase at Merchant-2008
4384.44,1049.9,2050.69,4321.3716,0,Visa,City-27,Restaurant,37.57,Purchase at Merchant-2063
94.0,1078.0,2069.0,1069.05,1,American Express,City-2,Restaurant,63.0,Purchase at Merchant-2069
4384.44,1049.9,2050.69,4321.3716,1,MasterCard,City-24,Groceries,37.57,Purchase at Merchant-2048
4384.44,1049.9,2050.69,4321.3716,0,Visa,City-21,Retail,37.57,Purchase at Merchant-2090
97.0,1069.0,2015.0,6082.1,0,American Express,City-45,Gas Station,31.0,Purchase at Merchant-2015
4384.44,1049.9,2050.69,4321.3716,1,MasterCard,City-32,Gas Station,37.57,Purchase at Merchant-2041
99.0,1032.0,2070.0,5192.44,0,American Express,City-20,Retail,63.0,Purchase at Merchant-2070
100.0,1021.0,2055.0,4947.37,0,American Express,City-4,Groceries,48.0,Purchase at Merchant-2055
101.0,1060.0,2061.0,2171.87,0,Visa,City-9,Travel,66.0,Purchase at Merchant-2061
102.0,1049.0,2088.0,4910.16,1,American Express,City-41,Travel,51.0,Purchase at Merchant-2088
103.0,1035.0,2032.0,9569.0,0,Discover,City-35,Restaurant,31.0,Purchase at Merchant-2032
104.0,1082.0,2036.0,6318.77,1,MasterCard,City-49,Travel,47.0,Purchase at Merchant-2036
105.0,1089.0,2019.0,3392.42,0,Visa,City-20,Gas Station,36.0,Purchase at Merchant-2019
106.0,1072.0,2047.0,3113.01,1,Discover,City-22,Retail,48.0,Purchase at Merchant-2047
107.0,1029.0,2061.0,6188.62,1,Discover,City-40,Groceries,42.0,Purchase at Merchant-2061
108.0,1088.0,2092.0,6120.15,0,American Express,City-24,Retail,42.0,Purchase at Merchant-2092
109.0,1042.0,2048.0,5995.17,0,MasterCard,City-35,Restaurant,68.0,Purchase at Merchant-2048
4384.44,1049.9,2050.69,4321.3716,0,American Express,City-49,Online Shopping,37.57,Purchase at Merchant-2040
4384.44,1049.9,2050.69,4321.3716,1,American Express,City-28,Restaurant,37.57,Purchase at Merchant-2083
113.0,1030.0,2078.0,6888.26,1,Visa,City-37,Groceries,32.0,Purchase at Merchant-2078
4384.44,1049.9,2050.69,4321.3716,0,Discover,City-21,Travel,37.57,Purchase at Merchant-2005
115.0,1041.0,2095.0,5657.62,1,Discover,City-24,Online Shopping,48.0,Purchase at Merchant-2095
116.0,1052.0,2085.0,4740.5,1,Discover,City-37,Online Shopping,64.0,Purchase at Merchant-2085
4384.44,1049.9,2050.69,4321.3716,0,American Express,City-7,Online Shopping,37.57,Purchase at Merchant-2007
4384.44,1049.9,2050.69,4321.3716,1,Visa,City-41,Retail,37.57,Purchase at Merchant-2089
119.0,1028.0,2086.0,2468.64,0,Discover,City-11,Groceries,29.0,Purchase at Merchant-2086
120.0,1073.0,2031.0,9446.32,0,Discover,City-27,Online Shopping,37.0,Purchase at Merchant-2031
4384.44,1049.9,2050.69,4321.3716,0,American Express,City-34,Restaurant,37.57,Purchase at Merchant-2033
4384.44,1049.9,2050.69,4321.3716,0,American Express,City-6,Online Shopping,37.57,Purchase at Merchant-2071
123.0,1028.0,2050.0,9026.52,0,Discover,City-15,Travel,29.0,Purchase at Merchant-2050
124.0,1084.0,2040.0,6342.38,0,American Express,City-3,Groceries,34.0,Purchase at Merchant-2040
125.0,1064.0,2082.0,9019.38,1,Visa,City-32,Restaurant,28.0,Purchase at Merchant-2082
126.0,1051.0,2090.0,4767.11,0,Visa,City-34,Retail,48.0,Purchase at Merchant-2090
127.0,1083.0,2047.0,2812.51,1,Visa,City-16,Travel,50.0,Purchase at Merchant-2047
128.0,1059.0,2088.0,3414.17,1,Discover,City-29,Restaurant,37.0,Purchase at Merchant-2088
4384.44,1049.9,2050.69,4321.3716,0,Discover,City-14,Restaurant,37.57,Purchase at Merchant-2016
130.0,1034.0,2069.0,6986.31,1,Discover,City-7,Groceries,62.0,Purchase at Merchant-2069
4384.44,1049.9,2050.69,4321.3716,0,MasterCard,City-34,Groceries,37.57,Purchase at Merchant-2031
132.0,1032.0,2057.0,9655.08,1,Discover,City-45,Gas Station,29.0,Purchase at Merchant-2057
133.0,1096.0,2050.0,7818.14,0,American Express,City-45,Travel,52.0,Purchase at Merchant-2050
4384.44,1049.9,2050.69,4321.3716,0,Visa,City-16,Groceries,37.57,Purchase at Merchant-2002
135.0,1069.0,2051.0,9114.69,1,Discover,City-23,Groceries,49.0,Purchase at Merchant-2051
136.0,1034.0,2033.0,7083.97,1,MasterCard,City-38,Groceries,58.0,Purchase at Merchant-2033
137.0,1096.0,2039.0,6097.78,1,Discover,City-20,Restaurant,44.0,Purchase at Merchant-2039
4384.44,1049.9,2050.69,4321.3716,1,American Express,City-7,Travel,37.57,Purchase at Merchant-2012
4384.44,1049.9,2050.69,4321.3716,1,MasterCard,City-11,Groceries,37.57,Purchase at Merchant-2097
140.0,1075.0,2031.0,5637.35,1,Discover,City-48,Restaurant,24.0,Purchase at Merchant-2031
141.0,1052.0,2039.0,8906.66,0,Discover,City-16,Gas Station,26.0,Purchase at Merchant-2039
142.0,1047.0,2027.0,3141.47,0,Visa,City-49,Travel,66.0,Purchase at Merchant-2027
4384.44,1049.9,2050.69,4321.3716,0,Visa,City-48,Restaurant,37.57,Purchase at Merchant-2021
144.0,1018.0,2057.0,3847.59,0,MasterCard,City-17,Travel,50.0,Purchase at Merchant-2057
145.0,1066.0,2081.0,1492.07,0,American Express,City-21,Groceries,27.0,Purchase at Merchant-2081
146.0,1064.0,2041.0,3223.33,0,MasterCard,City-38,Travel,45.0,Purchase at Merchant-2041
4384.44,1049.9,2050.69,4321.3716,1,Visa,City-46,Gas Station,37.57,Purchase at Merchant-2099
4384.44,1049.9,2050.69,4321.3716,0,Discover,City-12,Online Shopping,37.57,Purchase at Merchant-2083
149.0,1007.0,2053.0,9005.3,1,American Express,City-13,Gas Station,35.0,Purchase at Merchant-2053
151.0,1020.0,2036.0,7280.99,0,MasterCard,City-24,Groceries,55.0,Purchase at Merchant-2036
4384.44,1049.9,2050.69,4321.3716,0,American Express,City-45,Travel,37.57,Purchase at Merchant-2011
4384.44,1049.9,2050.69,4321.3716,1,MasterCard,City-34,Restaurant,37.57,Purchase at Merchant-2100
154.0,1088.0,2063.0,1939.89,0,Discover,City-4,Gas Station,47.0,Purchase at Merchant-2063
155.0,1055.0,2061.0,7701.76,0,Visa,City-48,Online Shopping,46.0,Purchase at Merchant-2061
156.0,1077.0,2095.0,7121.96,0,American Express,City-12,Restaurant,56.0,Purchase at Merchant-2095
157.0,1009.0,2053.0,3644.19,0,Discover,City-19,Online Shopping,54.0,Purchase at Merchant-2053
158.0,1050.0,2043.0,7779.82,1,Visa,City-23,Online Shopping,56.0,Purchase at Merchant-2043
159.0,1049.0,2092.0,4742.73,1,American Express,City-21,Restaurant,36.0,Purchase at Merchant-2092
160.0,1077.0,2055.0,2241.1,0,Visa,City-32,Gas Station,60.0,Purchase at Merchant-2055
4384.44,1049.9,2050.69,4321.3716,1,Discover,City-5,Groceries,37.57,Purchase at Merchant-2013
162.0,1068.0,2021.0,3568.13,0,MasterCard,City-7,Travel,22.0,Purchase at Merchant-2021
163.0,1033.0,2090.0,6210.32,1,Discover,City-50,Groceries,55.0,Purchase at Merchant-2090
164.0,1071.0,2034.0,5623.16,1,American Express,City-25,Restaurant,37.0,Purchase at Merchant-2034
4384.44,1049.9,2050.69,4321.3716,1,Visa,City-12,Groceries,37.57,Purchase at Merchant-2065
167.0,1093.0,2046.0,4852.13,1,American Express,City-30,Travel,44.0,Purchase at Merchant-2046
168.0,1015.0,2054.0,3148.54,1,Discover,City-18,Gas Station,63.0,Purchase at Merchant-2054
169.0,1088.0,2078.0,8833.3,1,MasterCard,City-50,Online Shopping,53.0,Purchase at Merchant-2078
4384.44,1049.9,2050.69,4321.3716,0,Discover,City-14,Retail,37.57,Purchase at Merchant-2094
4384.44,1049.9,2050.69,4321.3716,1,MasterCard,City-22,Travel,37.57,Purchase at Merchant-2071
172.0,1035.0,2095.0,1890.07,0,Visa,City-7,Online Shopping,47.0,Purchase at Merchant-2095
4384.44,1049.9,2050.69,4321.3716,0,MasterCard,City-19,Restaurant,37.57,Purchase at Merchant-2042
174.0,1083.0,2059.0,6054.76,1,MasterCard,City-39,Retail,43.0,Purchase at Merchant-2059
175.0,1044.0,2089.0,2963.24,1,Discover,City-9,Online Shopping,23.0,Purchase at Merchant-2089
178.0,1056.0,2007.0,5239.79,1,Discover,City-13,Groceries,36.0,Purchase at Merchant-2007
4384.44,1049.9,2050.69,4321.3716,0,Visa,City-9,Groceries,37.57,Purchase at Merchant-2083
180.0,1059.0,2083.0,2489.78,1,MasterCard,City-32,Travel,53.0,Purchase at Merchant-2083
181.0,1001.0,2024.0,3766.33,0,American Express,City-45,Travel,45.0,Purchase at Merchant-2024
182.0,1093.0,2081.0,7009.45,1,Discover,City-4,Travel,48.0,Purchase at Merchant-2081
183.0,1093.0,2057.0,8528.48,0,Discover,City-10,Retail,30.0,Purchase at Merchant-2057
184.0,1034.0,2083.0,2988.79,0,MasterCard,City-14,Restaurant,27.0,Purchase at Merchant-2083
185.0,1065.0,2018.0,2050.36,1,Visa,City-7,Restaurant,38.0,Purchase at Merchant-2018
187.0,1023.0,2052.0,297.92,1,MasterCard,City-17,Groceries,51.0,Purchase at Merchant-2052
188.0,1065.0,2026.0,6443.44,1,Visa,City-41,Restaurant,43.0,Purchase at Merchant-2026
189.0,1014.0,2081.0,4220.02,0,Visa,City-3,Restaurant,50.0,Purchase at Merchant-2081
190.0,1081.0,2040.0,3692.63,0,American Express,City-9,Online Shopping,35.0,Purchase at Merchant-2040
191.0,1039.0,2041.0,7760.21,1,Discover,City-34,Gas Station,51.0,Purchase at Merchant-2041
4384.44,1049.9,2050.69,4321.3716,1,Visa,City-5,Retail,37.57,Purchase at Merchant-2011
194.0,1078.0,2015.0,3826.37,1,American Express,City-3,Online Shopping,42.0,Purchase at Merchant-2015
195.0,1026.0,2021.0,1578.21,0,MasterCard,City-25,Restaurant,28.0,Purchase at Merchant-2021
196.0,1020.0,2032.0,4446.95,0,MasterCard,City-1,Retail,35.0,Purchase at Merchant-2032
197.0,1048.0,2067.0,3147.73,1,American Express,City-50,Retail,47.0,Purchase at Merchant-2067
4384.44,1049.9,2050.69,4321.3716,0,American Express,City-32,Groceries,37.57,Purchase at Merchant-2099
200.0,1070.0,2084.0,1985.83,1,Discover,City-25,Groceries,40.0,Purchase at Merchant-2084
4384.44,1049.9,2050.69,4321.3716,1,Discover,City-15,Online Shopping,37.57,Purchase at Merchant-2098
202.0,1068.0,2017.0,2854.78,0,Visa,City-19,Travel,57.0,Purchase at Merchant-2017
4384.44,1049.9,2050.69,4321.3716,0,Visa,City-18,Retail,37.57,Purchase at Merchant-2077
204.0,1077.0,2088.0,3234.81,1,Visa,City-14,Groceries,58.0,Purchase at Merchant-2088
4384.44,1049.9,2050.69,4321.3716,0,American Express,City-14,Travel,37.57,Purchase at Merchant-2053
206.0,1063.0,2041.0,533.71,1,Discover,City-18,Restaurant,62.0,Purchase at Merchant-2041
4384.44,1049.9,2050.69,4321.3716,0,MasterCard,City-44,Gas Station,37.57,Purchase at Merchant-2058
208.0,1015.0,2062.0,4776.24,0,Discover,City-27,Retail,68.0,Purchase at Merchant-2062
209.0,1047.0,2095.0,1426.11,1,Visa,City-1,Restaurant,52.0,Purchase at Merchant-2095
210.0,1040.0,2018.0,8319.73,0,MasterCard,City-12,Retail,65.0,Purchase at Merchant-2018
211.0,1031.0,2034.0,3756.54,0,Visa,City-42,Retail,44.0,Purchase at Merchant-2034
4384.44,1049.9,2050.69,4321.3716,1,MasterCard,City-48,Travel,37.57,Purchase at Merchant-2023
213.0,1031.0,2088.0,4348.25,0,American Express,City-25,Restaurant,22.0,Purchase at Merchant-2088
214.0,1073.0,2076.0,3245.6,1,Visa,City-14,Groceries,29.0,Purchase at Merchant-2076
4384.44,1049.9,2050.69,4321.3716,1,MasterCard,City-16,Online Shopping,37.57,Purchase at Merchant-2042
216.0,1011.0,2037.0,6134.69,0,Discover,City-47,Gas Station,39.0,Purchase at Merchant-2037
217.0,1094.0,2026.0,7607.71,1,American Express,City-24,Travel,34.0,Purchase at Merchant-2026
218.0,1063.0,2011.0,6439.77,1,MasterCard,City-26,Online Shopping,25.0,Purchase at Merchant-2011
219.0,1009.0,2054.0,3246.9,1,MasterCard,City-18,Groceries,40.0,Purchase at Merchant-2054
4384.44,1049.9,2050.69,4321.3716,1,American Express,City-5,Online Shopping,37.57,Purchase at Merchant-2048
221.0,1069.0,2024.0,403.42,1,Discover,City-46,Restaurant,26.0,Purchase at Merchant-2024
222.0,1099.0,2051.0,5121.97,1,American Express,City-26,Groceries,50.0,Purchase at Merchant-2051
4384.44,1049.9,2050.69,4321.3716,0,Discover,City-41,Online Shopping,37.57,Purchase at Merchant-2049
224.0,1017.0,2074.0,7139.5,1,Discover,City-12,Groceries,64.0,Purchase at Merchant-2074
225.0,1085.0,2029.0,4971.8,0,Visa,City-38,Travel,48.0,Purchase at Merchant-2029
4384.44,1049.9,2050.69,4321.3716,1,Discover,City-36,Retail,37.57,Purchase at Merchant-2003
4384.44,1049.9,2050.69,4321.3716,0,Visa,City-43,Groceries,37.57,Purchase at Merchant-2003
4384.44,1049.9,2050.69,4321.3716,0,Discover,City-32,Online Shopping,37.57,Purchase at Merchant-2072
229.0,1034.0,2083.0,1642.18,0,Visa,City-3,Restaurant,37.0,Purchase at Merchant-2083
230.0,1068.0,2079.0,7141.4,1,Visa,City-11,Travel,47.0,Purchase at Merchant-2079
4384.44,1049.9,2050.69,4321.3716,0,Discover,City-22,Restaurant,37.57,Purchase at Merchant-2081
232.0,1055.0,2030.0,3609.57,0,American Express,City-10,Restaurant,48.0,Purchase at Merchant-2030
4384.44,1049.9,2050.69,4321.3716,1,Discover,City-7,Groceries,37.57,Purchase at Merchant-2012
234.0,1070.0,2060.0,820.78,0,Visa,City-24,Online Shopping,25.0,Purchase at Merchant-2060
235.0,1097.0,2026.0,3442.3,0,American Express,City-47,Online Shopping,44.0,Purchase at Merchant-2026
4384.44,1049.9,2050.69,4321.3716,1,MasterCard,City-47,Online Shopping,37.57,Purchase at Merchant-2034
237.0,1089.0,2090.0,4011.59,0,MasterCard,City-6,Gas Station,42.0,Purchase at Merchant-2090
238.0,1026.0,2022.0,630.88,1,Discover,City-18,Travel,26.0,Purchase at Merchant-2022
240.0,1040.0,2052.0,7899.39,1,Visa,City-41,Gas Station,65.0,Purchase at Merchant-2052
241.0,1052.0,2080.0,6948.92,0,American Express,City-47,Online Shopping,27.0,Purchase at Merchant-2080
242.0,1086.0,2055.0,5485.49,1,Visa,City-15,Online Shopping,60.0,Purchase at Merchant-2055
243.0,1084.0,2077.0,903.84,1,Discover,City-23,Travel,33.0,Purchase at Merchant-2077
244.0,1048.0,2034.0,2080.47,0,American Express,City-7,Restaurant,30.0,Purchase at Merchant-2034
245.0,1057.0,2020.0,1599.01,1,American Express,City-31,Online Shopping,42.0,Purchase at Merchant-2020
246.0,1067.0,2012.0,7630.01,0,MasterCard,City-9,Online Shopping,26.0,Purchase at Merchant-2012
247.0,1058.0,2048.0,8687.96,1,Discover,City-42,Travel,49.0,Purchase at Merchant-2048
4384.44,1049.9,2050.69,4321.3716,1,Discover,City-13,Groceries,37.57,Purchase at Merchant-2022
249.0,1032.0,2073.0,574.58,1,Visa,City-43,Online Shopping,43.0,Purchase at Merchant-2073
250.0,1029.0,2016.0,6838.38,1,Discover,City-25,Gas Station,41.0,Purchase at Merchant-2016
252.0,1044.0,2092.0,6432.6,0,Discover,City-24,Online Shopping,33.0,Purchase at Merchant-2092
4384.44,1049.9,2050.69,4321.3716,1,Discover,City-3,Travel,37.57,Purchase at Merchant-2068
254.0,1076.0,2056.0,4792.15,0,MasterCard,City-17,Groceries,53.0,Purchase at Merchant-2056
256.0,1030.0,2059.0,7587.69,1,American Express,City-48,Retail,31.0,Purchase at Merchant-2059
258.0,1029.0,2064.0,9544.67,0,Discover,City-20,Groceries,48.0,Purchase at Merchant-2064
4384.44,1049.9,2050.69,4321.3716,1,American Express,City-35,Groceries,37.57,Purchase at Merchant-2016
260.0,1010.0,2029.0,3201.4,0,Visa,City-24,Groceries,55.0,Purchase at Merchant-2029
261.0,1091.0,2092.0,3881.38,1,American Express,City-11,Groceries,39.0,Purchase at Merchant-2092
262.0,1081.0,2027.0,6346.96,1,American Express,City-25,Online Shopping,42.0,Purchase at Merchant-2027
263.0,1008.0,2025.0,3964.13,0,American Express,City-4,Gas Station,62.0,Purchase at Merchant-2025
264.0,1030.0,2035.0,5107.37,0,Discover,City-41,Gas Station,26.0,Purchase at Merchant-2035
265.0,1009.0,2037.0,2903.5,0,Discover,City-49,Travel,30.0,Purchase at Merchant-2037
267.0,1043.0,2064.0,7150.27,0,MasterCard,City-47,Gas Station,36.0,Purchase at Merchant-2064
268.0,1010.0,2049.0,4155.24,1,American Express,City-16,Groceries,32.0,Purchase at Merchant-2049
269.0,1066.0,2017.0,688.94,1,Discover,City-22,Retail,41.0,Purchase at Merchant-2017
270.0,1031.0,2056.0,2009.24,1,American Express,City-19,Online Shopping,59.0,Purchase at Merchant-2056
4384.44,1049.9,2050.69,4321.3716,0,Visa,City-42,Retail,37.57,Purchase at Merchant-2027
272.0,1086.0,2077.0,2302.76,0,American Express,City-31,Groceries,28.0,Purchase at Merchant-2077
273.0,1063.0,2028.0,4919.74,0,MasterCard,City-10,Travel,55.0,Purchase at Merchant-2028
274.0,1028.0,2037.0,3500.32,1,Discover,City-11,Online Shopping,19.0,Purchase at Merchant-2037
275.0,1070.0,2094.0,815.47,0,American Express,City-17,Travel,37.0,Purchase at Merchant-2094
276.0,1017.0,2087.0,8817.65,1,MasterCard,City-3,Online Shopping,41.0,Purchase at Merchant-2087
277.0,1093.0,2025.0,5096.39,0,Visa,City-21,Retail,52.0,Purchase at Merchant-2025
4384.44,1049.9,2050.69,4321.3716,0,American Express,City-47,Gas Station,37.57,Purchase at Merchant-2054
279.0,1074.0,2024.0,3977.84,1,Visa,City-24,Gas Station,54.0,Purchase at Merchant-2024
280.0,1061.0,2053.0,1531.04,0,Discover,City-16,Online Shopping,69.0,Purchase at Merchant-2053
281.0,1032.0,2019.0,83.43,0,MasterCard,City-3,Retail,44.0,Purchase at Merchant-2019
